model,task,clf,metric,fold,score_cv,k
prot_t5_xl_uniref50,tm_label,MLP,mcc,0,0.4325,15
prot_t5_xl_uniref50,tm_label,MLP,mcc,1,-0.0373,15
prot_t5_xl_uniref50,tm_label,MLP,mcc,2,0.4325,15
prot_t5_xl_uniref50,tm_label,MLP,mcc,3,0.4325,15
prot_t5_xl_uniref50,tm_label,MLP,mcc,4,0.2818,15
prot_t5_xl_uniref50,tm_label,MLP,mcc,5,0.6167,15
prot_t5_xl_uniref50,tm_label,MLP,mcc,6,0.0,15
prot_t5_xl_uniref50,tm_label,MLP,mcc,7,0.4325,15
prot_t5_xl_uniref50,tm_label,MLP,mcc,8,0.2812,15
prot_t5_xl_uniref50,tm_label,MLP,mcc,9,-0.0379,15
prot_t5_xl_uniref50,tm_label,MLP,mcc,10,-0.0379,15
prot_t5_xl_uniref50,tm_label,MLP,mcc,11,0.0,15
prot_t5_xl_uniref50,tm_label,MLP,mcc,12,-0.0379,15
prot_t5_xl_uniref50,tm_label,MLP,mcc,13,0.2812,15
prot_t5_xl_uniref50,tm_label,MLP,mcc,14,0.4323,15
prot_t5_xl_uniref50,disorder_global,LogReg,mcc,0,0.3229,15
prot_t5_xl_uniref50,disorder_global,LogReg,mcc,1,0.1695,15
prot_t5_xl_uniref50,disorder_global,LogReg,mcc,2,0.3543,15
prot_t5_xl_uniref50,disorder_global,LogReg,mcc,3,0.2725,15
prot_t5_xl_uniref50,disorder_global,LogReg,mcc,4,0.2029,15
prot_t5_xl_uniref50,disorder_global,LogReg,mcc,5,0.446,15
prot_t5_xl_uniref50,disorder_global,LogReg,mcc,6,0.3229,15
prot_t5_xl_uniref50,disorder_global,LogReg,mcc,7,0.4179,15
prot_t5_xl_uniref50,disorder_global,LogReg,mcc,8,0.2305,15
prot_t5_xl_uniref50,disorder_global,LogReg,mcc,9,0.2311,15
prot_t5_xl_uniref50,disorder_global,LogReg,mcc,10,0.4152,15
prot_t5_xl_uniref50,disorder_global,LogReg,mcc,11,0.2009,15
prot_t5_xl_uniref50,disorder_global,LogReg,mcc,12,0.2352,15
prot_t5_xl_uniref50,disorder_global,LogReg,mcc,13,0.2814,15
prot_t5_xl_uniref50,disorder_global,LogReg,mcc,14,0.4163,15
prot_t5_xl_uniref50,disorder_global,RF,mcc,0,0.3858,15
prot_t5_xl_uniref50,disorder_global,RF,mcc,1,0.2315,15
prot_t5_xl_uniref50,disorder_global,RF,mcc,2,0.3266,15
prot_t5_xl_uniref50,disorder_global,RF,mcc,3,0.2352,15
prot_t5_xl_uniref50,disorder_global,RF,mcc,4,0.3863,15
prot_t5_xl_uniref50,disorder_global,RF,mcc,5,0.4157,15
prot_t5_xl_uniref50,disorder_global,RF,mcc,6,0.3241,15
prot_t5_xl_uniref50,disorder_global,RF,mcc,7,0.5459,15
prot_t5_xl_uniref50,disorder_global,RF,mcc,8,0.3229,15
prot_t5_xl_uniref50,disorder_global,RF,mcc,9,0.3886,15
prot_t5_xl_uniref50,disorder_global,RF,mcc,10,0.3561,15
prot_t5_xl_uniref50,disorder_global,RF,mcc,11,0.3242,15
prot_t5_xl_uniref50,disorder_global,RF,mcc,12,0.2092,15
prot_t5_xl_uniref50,disorder_global,RF,mcc,13,0.1252,15
prot_t5_xl_uniref50,disorder_global,RF,mcc,14,0.3131,15
prot_t5_xl_uniref50,disorder_global,MLP,mcc,0,0.2614,15
prot_t5_xl_uniref50,disorder_global,MLP,mcc,1,0.1695,15
prot_t5_xl_uniref50,disorder_global,MLP,mcc,2,0.5413,15
prot_t5_xl_uniref50,disorder_global,MLP,mcc,3,0.2614,15
prot_t5_xl_uniref50,disorder_global,MLP,mcc,4,0.2031,15
prot_t5_xl_uniref50,disorder_global,MLP,mcc,5,0.4796,15
prot_t5_xl_uniref50,disorder_global,MLP,mcc,6,0.3242,15
prot_t5_xl_uniref50,disorder_global,MLP,mcc,7,0.4713,15
prot_t5_xl_uniref50,disorder_global,MLP,mcc,8,0.2612,15
prot_t5_xl_uniref50,disorder_global,MLP,mcc,9,0.3845,15
prot_t5_xl_uniref50,disorder_global,MLP,mcc,10,0.4216,15
prot_t5_xl_uniref50,disorder_global,MLP,mcc,11,0.3858,15
prot_t5_xl_uniref50,disorder_global,MLP,mcc,12,0.2564,15
prot_t5_xl_uniref50,disorder_global,MLP,mcc,13,0.1879,15
prot_t5_xl_uniref50,disorder_global,MLP,mcc,14,0.469,15
prot_t5_xl_uniref50,acc_mean,LogReg,mcc,0,0.7538,15
prot_t5_xl_uniref50,acc_mean,LogReg,mcc,1,0.7235,15
prot_t5_xl_uniref50,acc_mean,LogReg,mcc,2,0.7232,15
prot_t5_xl_uniref50,acc_mean,LogReg,mcc,3,0.7848,15
prot_t5_xl_uniref50,acc_mean,LogReg,mcc,4,0.7848,15
prot_t5_xl_uniref50,acc_mean,LogReg,mcc,5,0.7848,15
prot_t5_xl_uniref50,acc_mean,LogReg,mcc,6,0.7848,15
prot_t5_xl_uniref50,acc_mean,LogReg,mcc,7,0.7265,15
prot_t5_xl_uniref50,acc_mean,LogReg,mcc,8,0.6938,15
prot_t5_xl_uniref50,acc_mean,LogReg,mcc,9,0.7882,15
prot_t5_xl_uniref50,acc_mean,LogReg,mcc,10,0.6938,15
prot_t5_xl_uniref50,acc_mean,LogReg,mcc,11,0.7876,15
prot_t5_xl_uniref50,acc_mean,LogReg,mcc,12,0.5691,15
prot_t5_xl_uniref50,acc_mean,LogReg,mcc,13,0.5379,15
prot_t5_xl_uniref50,acc_mean,LogReg,mcc,14,0.7816,15
prot_t5_xl_uniref50,acc_mean,RF,mcc,0,0.6362,15
prot_t5_xl_uniref50,acc_mean,RF,mcc,1,0.6362,15
prot_t5_xl_uniref50,acc_mean,RF,mcc,2,0.8219,15
prot_t5_xl_uniref50,acc_mean,RF,mcc,3,0.785,15
prot_t5_xl_uniref50,acc_mean,RF,mcc,4,0.7555,15
prot_t5_xl_uniref50,acc_mean,RF,mcc,5,0.7235,15
prot_t5_xl_uniref50,acc_mean,RF,mcc,6,0.6638,15
prot_t5_xl_uniref50,acc_mean,RF,mcc,7,0.9081,15
prot_t5_xl_uniref50,acc_mean,RF,mcc,8,0.7232,15
prot_t5_xl_uniref50,acc_mean,RF,mcc,9,0.8167,15
prot_t5_xl_uniref50,acc_mean,RF,mcc,10,0.697,15
prot_t5_xl_uniref50,acc_mean,RF,mcc,11,0.6407,15
prot_t5_xl_uniref50,acc_mean,RF,mcc,12,0.5698,15
prot_t5_xl_uniref50,acc_mean,RF,mcc,13,0.6299,15
prot_t5_xl_uniref50,acc_mean,RF,mcc,14,0.9067,15
prot_t5_xl_uniref50,acc_mean,MLP,mcc,0,0.6616,15
prot_t5_xl_uniref50,acc_mean,MLP,mcc,1,0.6315,15
prot_t5_xl_uniref50,acc_mean,MLP,mcc,2,0.8171,15
prot_t5_xl_uniref50,acc_mean,MLP,mcc,3,0.8153,15
prot_t5_xl_uniref50,acc_mean,MLP,mcc,4,0.7555,15
prot_t5_xl_uniref50,acc_mean,MLP,mcc,5,0.8153,15
prot_t5_xl_uniref50,acc_mean,MLP,mcc,6,0.7591,15
prot_t5_xl_uniref50,acc_mean,MLP,mcc,7,0.9384,15
prot_t5_xl_uniref50,acc_mean,MLP,mcc,8,0.6922,15
prot_t5_xl_uniref50,acc_mean,MLP,mcc,9,0.85,15
prot_t5_xl_uniref50,acc_mean,MLP,mcc,10,0.6933,15
prot_t5_xl_uniref50,acc_mean,MLP,mcc,11,0.7848,15
prot_t5_xl_uniref50,acc_mean,MLP,mcc,12,0.6307,15
prot_t5_xl_uniref50,acc_mean,MLP,mcc,13,0.7277,15
prot_t5_xl_uniref50,acc_mean,MLP,mcc,14,0.7559,15
prot_t5_xl_uniref50,aggregation_score,LogReg,mcc,0,0.6004,15
prot_t5_xl_uniref50,aggregation_score,LogReg,mcc,1,0.3305,15
prot_t5_xl_uniref50,aggregation_score,LogReg,mcc,2,0.5698,15
prot_t5_xl_uniref50,aggregation_score,LogReg,mcc,3,0.4813,15
prot_t5_xl_uniref50,aggregation_score,LogReg,mcc,4,0.603,15
prot_t5_xl_uniref50,aggregation_score,LogReg,mcc,5,0.7235,15
prot_t5_xl_uniref50,aggregation_score,LogReg,mcc,6,0.4463,15
prot_t5_xl_uniref50,aggregation_score,LogReg,mcc,7,0.3846,15
prot_t5_xl_uniref50,aggregation_score,LogReg,mcc,8,0.6004,15
prot_t5_xl_uniref50,aggregation_score,LogReg,mcc,9,0.4505,15
prot_t5_xl_uniref50,aggregation_score,LogReg,mcc,10,0.6616,15
prot_t5_xl_uniref50,aggregation_score,LogReg,mcc,11,0.6081,15
prot_t5_xl_uniref50,aggregation_score,LogReg,mcc,12,0.4781,15
prot_t5_xl_uniref50,aggregation_score,LogReg,mcc,13,0.3131,15
prot_t5_xl_uniref50,aggregation_score,LogReg,mcc,14,0.5625,15
prot_t5_xl_uniref50,aggregation_score,RF,mcc,0,0.6362,15
prot_t5_xl_uniref50,aggregation_score,RF,mcc,1,0.5698,15
prot_t5_xl_uniref50,aggregation_score,RF,mcc,2,0.5438,15
prot_t5_xl_uniref50,aggregation_score,RF,mcc,3,0.4189,15
prot_t5_xl_uniref50,aggregation_score,RF,mcc,4,0.446,15
prot_t5_xl_uniref50,aggregation_score,RF,mcc,5,0.6307,15
prot_t5_xl_uniref50,aggregation_score,RF,mcc,6,0.5857,15
prot_t5_xl_uniref50,aggregation_score,RF,mcc,7,0.2926,15
prot_t5_xl_uniref50,aggregation_score,RF,mcc,8,0.603,15
prot_t5_xl_uniref50,aggregation_score,RF,mcc,9,0.3561,15
prot_t5_xl_uniref50,aggregation_score,RF,mcc,10,0.5384,15
prot_t5_xl_uniref50,aggregation_score,RF,mcc,11,0.5178,15
prot_t5_xl_uniref50,aggregation_score,RF,mcc,12,0.2648,15
prot_t5_xl_uniref50,aggregation_score,RF,mcc,13,0.348,15
prot_t5_xl_uniref50,aggregation_score,RF,mcc,14,0.408,15
prot_t5_xl_uniref50,aggregation_score,MLP,mcc,0,0.6938,15
prot_t5_xl_uniref50,aggregation_score,MLP,mcc,1,0.3561,15
prot_t5_xl_uniref50,aggregation_score,MLP,mcc,2,0.5743,15
prot_t5_xl_uniref50,aggregation_score,MLP,mcc,3,0.5706,15
prot_t5_xl_uniref50,aggregation_score,MLP,mcc,4,0.3561,15
prot_t5_xl_uniref50,aggregation_score,MLP,mcc,5,0.6922,15
prot_t5_xl_uniref50,aggregation_score,MLP,mcc,6,0.4813,15
prot_t5_xl_uniref50,aggregation_score,MLP,mcc,7,0.446,15
prot_t5_xl_uniref50,aggregation_score,MLP,mcc,8,0.6004,15
prot_t5_xl_uniref50,aggregation_score,MLP,mcc,9,0.4505,15
prot_t5_xl_uniref50,aggregation_score,MLP,mcc,10,0.6619,15
prot_t5_xl_uniref50,aggregation_score,MLP,mcc,11,0.5706,15
prot_t5_xl_uniref50,aggregation_score,MLP,mcc,12,0.2725,15
prot_t5_xl_uniref50,aggregation_score,MLP,mcc,13,0.6299,15
prot_t5_xl_uniref50,aggregation_score,MLP,mcc,14,0.5636,15
